p/MPa,p_UNC/MPa,T/K,T_UNC/K,JT_meas/(K/MPa),JT_UNC/(K/MPa),JT_eos/(K/MPa),mean_unc_perc,rel_abs_err_perc
5.0001200104,0.0026851999999999996,144.73545838,0.006360224033847731,6.3847842197209435,0.05334159129687565,6.135407412663691,0.34414518362863933,4.0645517124507595
4.000620041,0.0026851999999999996,137.85511168,0.006360213309399038,7.561257038135738,0.013228312138196963,7.636830183474175,0.34414518362863933,0.9895878724915892
3.000379982,0.0026851999999999996,129.28959658,0.00636021023330337,9.609193817139811,0.02333079060213693,9.675708105619734,0.34414518362863933,0.6874358729496014
1.999699974,0.0026851999999999996,118.33760376,0.006360223776866312,12.52952108117574,0.018711956882752675,12.472636798162874,0.34414518362863933,0.45607263270301646
1.0006599998,0.0026851999999999996,104.0939911,0.006360221284959084,16.314601742957823,0.03560558896018208,16.332040121113728,0.34414518362863933,0.10677403451489884
0.1411399984,0.0026851999999999996,88.229019164,0.006360225500617133,20.266376804945658,0.09000109735834627,20.71762825685638,0.34414518362863933,2.1781038172715657
