p/MPa,p_UNC/MPa,T/K,T_UNC/K,JT_meas/(K/MPa),JT_UNC/(K/MPa),JT_eos/(K/MPa),mean_unc_perc,rel_abs_err_perc,used
3.9538600158,0.0026851999999999996,65.034985354,0.006360220908767325,2.031871085654303,0.012079882248785366,1.8617439833065998,0.2481614703814287,8.372927965206946,False
3.106120033,0.0066846221825565,63.124282834000006,0.006360207282873062,2.231556460709425,0.007027455714725215,2.0854538073660507,0.2481614703814287,6.547118834579142,True
2.0420999908,0.004419771045848,60.68467865199999,0.006360208088195802,2.4821866604212626,0.0034492436516221077,2.375807166123705,0.2481614703814287,4.285716944409952,True
1.0320800208,0.0027269264907851,58.114813232,0.006360215050382568,2.7200971289784532,0.007904922790112123,2.6625321292559705,0.2481614703814287,2.116284713116167,True
0.1466600012,0.0026851999999999996,55.572457884,0.006360218363523495,2.9286580465739274,0.013261855223364125,2.932178365302378,0.2481614703814287,0.12020245014841982,False
