p/MPa,T_eos/K,jt_eos/(K/MPa),jt_mc_mean/(K/MPa),jt_mc_std/(K/MPa),jt_mc_unc_k2/(K/MPa),jt_mc_rel_unc_perc
4.0426399232,65.3431523294768,-0.35262032339412674,-0.35259671116184454,0.049898351584778636,0.09780076910616613,27.735431742785106
2.9981999968000004,65.7002103179909,-0.3311095092772677,-0.33100313620617217,0.01570243234572438,0.03077676739761978,9.295041832171494
2.0012799836,66.02013857375995,-0.3107726771664649,-0.3107785020386841,0.015235818930391023,0.029862205103566405,9.609018841630908
1.0043599892,66.31986661318732,-0.2904710663659811,-0.2909313482401872,0.04878152853876127,0.09561179593597209,32.9161169586183
