p/MPa,T_eos/K,jt_eos/(K/MPa),jt_mc_mean/(K/MPa),jt_mc_std/(K/MPa),jt_mc_unc/(K/MPa),jt_mc_rel_unc_perc,jt_mc_cmp_rel_unc_perc
5.996460036999999,152.92660677832808,4.049154657889129,3.8274467587119694,0.026223999092556887,0.051399038221411494,1.2693770074024886,0.2319888646483401
5.059160003400001,148.8671667874882,4.6264307506540145,4.584703434313711,0.017061451008485516,0.03344044397663161,0.7228130232340407,0.2472340816801482
2.9919400028000003,137.75260806794984,6.193021768113324,6.254836891344889,0.008380244831867426,0.016425279870460153,0.26522238231150347,0.2763867731164532
1.9435400008,130.77844641316398,7.123456381866024,7.101852651246351,0.017380471244578588,0.03406572363937403,0.4782190247713758,0.279311224571178
0.9939799882,123.59357432474462,8.015125439884924,7.869014320561629,0.0266795143742249,0.0522918481734808,0.6524145949515117,0.2765481187447068
