p/MPa,T_eos/K,jt_eos/(K/MPa),jt_mc_mean/(K/MPa),jt_mc_std/(K/MPa),jt_mc_unc/(K/MPa),jt_mc_rel_unc_perc
5.0047199252,65.7847387181734,-0.37560462159575686,-0.3729711961392677,0.05560516511003949,0.1089861236156774,29.016182802184296
3.9147000122,66.18256691415158,-0.3542143153877208,-0.3546057818318861,0.01938748791016349,0.03799947630392044,10.727820602712358
3.0833399960000003,66.47016183047394,-0.3376558313705247,-0.3383089231939565,0.018956167281183274,0.037154087871119214,11.00353804651115
2.0179999926,66.81865948842751,-0.3166448243846134,-0.31452922634417546,0.055332282439726425,0.1084512735818638,34.250133029218
