p/MPa,T_eos/K,jt_eos/(K/MPa),jt_mc_mean/(K/MPa),jt_mc_std/(K/MPa),jt_mc_unc_k2/(K/MPa),jt_mc_rel_unc_perc,jt_mc_unc_cmp_k2_perc
6.9509002686,138.60476188869796,1.4153392410167884,1.3677475417278115,0.0196069761038514,0.03842967316354875,2.715226996457799,0.5036723927936505
5.979259949000001,137.15194389605145,1.5776718240610892,1.567930974276321,0.013882954084351657,0.027210590005329247,1.7247306816500276,0.49915735064786776
5.0088400268,135.53600372834563,1.7553272715165205,1.7678629728984305,0.008562889781963807,0.01678326397264906,0.9561330382652294,0.4861260025546713
4.0071800232,133.67910197301822,1.9550808712771868,1.9742312490211644,0.005057394798720854,0.009912493805492873,0.507011957976827,0.48943064794881674
2.0182799912,129.35930662769002,2.398741250580733,2.3839969075371745,0.012575523005923874,0.024648025091610792,1.0275399685415645,0.453234537990132
1.0034600258,126.80057000527812,2.6460221354220868,2.593076481526207,0.018501605647330877,0.03626314706876852,1.3704778423172153,0.4398005350100142
