p/MPa,T_eos/K,jt_eos/(K/MPa),jt_mc_mean/(K/MPa),jt_mc_std/(K/MPa),jt_mc_unc_k2/(K/MPa),jt_mc_rel_unc_perc,jt_mc_unc_cmp_k2_perc
7.9989598082,64.67420989466707,0.6032621263746233,0.5705936735862632,0.010340540696467657,0.020681081392935313,3.4282081517732226,3.479915896601849
6.0733200072,63.3168638947519,0.8141523271032258,0.8233035881139589,0.004503720287531214,0.009007440575062428,1.1063581439496863,1.1846070388321286
4.140739975,61.50272853801727,1.0699358647900075,1.0769242987482026,0.004316927299061911,0.008633854598123821,0.806950667068101,0.909491697554487
2.1955199814,59.14536178561754,1.3564192743361951,1.3322038053646241,0.010162631993385272,0.020325263986770543,1.4984499535895586,1.4943432991933914
