p/MPa,T_eos/K,jt_eos/(K/MPa),jt_mc_mean/(K/MPa),jt_mc_std/(K/MPa),jt_mc_unc_k2/(K/MPa),jt_mc_rel_unc_perc
9.02223999,141.18930680550974,-0.5633315995908672,-0.5629241024979131,0.017815851016570378,0.035631702033140755,6.3251736737330395
8.023779907,141.75133721868582,-0.5624665492214886,-0.5622642760994474,0.012332741190781914,0.024665482381563828,4.3852354270139955
5.9762599945999995,142.90127847523667,-0.5608264966585319,-0.5609111847615122,0.004665618350593848,0.009331236701187696,1.663836633394511
3.1785000232,144.4677117557317,-0.5590316548745534,-0.5590623017494359,0.017240471113416624,0.03448094222683325,6.167976701528783
