p/MPa,T_eos/K,jt_eos/(K/MPa),jt_mc_mean/(K/MPa),jt_mc_std/(K/MPa),jt_mc_unc/(K/MPa),jt_mc_rel_unc_perc
5.0001200104,144.2713289785343,6.129360263076283,4.249424852408394,0.023288240339186653,0.04564495106480584,0.7446935586373407
4.000620041,137.42238082685586,7.651953796171316,7.268173564809473,0.01480316489328159,0.029014203190831915,0.3791737896450614
3.000379982,128.78117866067845,9.739290183890592,10.289157539437099,0.0076967647568111025,0.015085658923349761,0.15489485001999842
1.999699974,117.66186442413483,12.648003051431541,13.311470273962623,0.007937198302907381,0.015556908673698466,0.12299893200877815
1.0006599998,103.75712843971444,16.46825823187821,16.328829681751166,0.01516932045372861,0.029731868089308076,0.18054045346310524
0.1411399984,86.75289747385646,21.453401956580723,18.924802645178858,0.022461123718089164,0.04402380248745476,0.2052066267930559
