PT102/MPa,PT102/MPa_STD,PT102/MPa_EXP_UNC,PT101/MPa,PT101/MPa_STD,PT101/MPa_EXP_UNC,TT009/K,TT009/K_STD,TT009/K_EXP_UNC,TT010/K,TT010/K_STD,TT010/K_EXP_UNC,TT008/K,TT008/K_STD,TT008/K_EXP_UNC,TT101/K,TT101/K_STD,TT101/K_EXP_UNC,RT101/ohm,RT101/ohm_STD,RT101/ohm_EXP_UNC,TT102/K,TT102/K_STD,TT102/K_EXP_UNC,RT102/ohm,RT102/ohm_STD,RT102/ohm_EXP_UNC,x1,x1_STD,x1_EXP_UNC,x2,x2_STD,x2_EXP_UNC,impurity,impurity_STD,impurity_EXP_UNC,err(x),err(x)_STD,err(x)_EXP_UNC
3.995620117,8.361998635203286e-05,7.329614971421405e-05,4.999960022,0.00011395483286145398,9.988581503599248e-05,163.2271423,0.0,0.0,230.20871888000002,0.006139707926440588,0.00538169127992205,160.9486664,0.00040620673308078433,0.0003560559002900045,159.99967955999998,0.0002950993612374032,0.0002586659948826912,277.57761230000006,0.0007906427859562974,0.000693028958004694,155.33481448000003,0.00029951052067779516,0.0002625325466110673,133.82938234,0.00021104069038088328,0.00018498532124637526,0.997574768,0.0,0.0,0.00242513,0.0,0.0,0.009634628,0.0,0.0,0.000352207,0.0,0.0
3.013520012,8.361998635182053e-05,7.329614971402793e-05,5.0004199982,0.00031147318646656657,0.0002730182854982225,163.35728148000004,0.0004503888120322949,0.0003947832000037579,212.26234434000003,0.001984188467095816,0.0017392178746981608,161.06775815999998,0.0009614787428746205,0.0008427732765715676,159.99977416,0.0002661528658443332,0.00023329327297024992,277.57736814,0.0007562984946345471,0.0006629248593511739,148.40680236,0.0003580628408528507,0.00031385591812655583,139.50861512,0.0002711805431759741,0.00023770022645698351,0.9974260709999999,1.2412670766236366e-16,1.0880185641326533e-16,0.0025739,0.0,0.0,0.009634628,0.0,0.0,0.000352207,0.0,0.0
2.0023600008,0.00011402185239987245,9.994456025153243e-05,5.000520096,8.361998635208593e-05,7.329614971426057e-05,163.36754148,0.000560041277059336,0.0004908978233585038,205.65652466,0.0025214349214274286,0.0022101351549802,161.13017272,0.0008201195687211675,0.0007188664972926296,160.00020144,0.000281227466654471,0.00024650674317114535,277.57622072,0.0007618882739542842,0.0006678245169541307,140.37630614,0.0002641721276066759,0.00023155707935499623,146.71667176,0.00024969012395699604,0.00021886304346745123,0.997483673,0.0,0.0,0.00251632,0.0,0.0,0.009634628,0.0,0.0,0.000352197,0.0,0.0
1.0066399954,0.00011403030676444602,9.99519708288185e-05,5.000719986,0.0001642263930297548,0.00014395078037753871,163.28147582000003,0.0005599367705311028,0.0004908062193476248,203.1822693,0.0007396520567192799,0.0006483336131805612,161.17142945999998,0.0007461731354045867,0.0006540495906695339,160.0009003,0.00014635887400168808,0.00012828920942021567,277.57430420000003,0.0003568353331785687,0.00031277996021033774,131.32282714000002,0.0003786319822656863,0.0003318855655142152,155.77667542,0.00040476045631996716,0.0003547881828146301,0.997414169,0.0,0.0,0.00258576,0.0,0.0,0.009634628,0.0,0.0,0.000351267,0.0,0.0
