p/MPa,T/K,p_UNC/MPa,T_UNC/K,JT_meas/(K/MPa),JT_eos/(K/MPa),JT_UNC/(K/MPa),mean_rel_abs_err_perc
3.995620117,155.33481448000003,0.0026851999999999996,0.00636022319984491,6.522912310217486,6.411522206491485,0.03438991440203072,1.8843183172777531
3.013520012,148.40680236,0.0026851999999999996,0.0063602277352606115,7.509415811396925,7.424209462886649,0.014403225755843244,1.8843183172777531
2.0023600008,140.37630614,0.0026851999999999996,0.006360220462561345,8.52510951331486,8.603027068949922,0.016564602995326486,1.8843183172777531
1.0066399954,131.32282714000002,0.0026851999999999996,0.006360229328529781,9.525293981802937,9.896054510626104,0.03744532537879262,1.8843183172777531
