pressure_MPa,temperature_K,pressure_uncertainty_MPa,temperature_uncertainty_K,jt_measured_K_per_MPa,jt_theoretical_K_per_MPa,jt_uncertainty_analytical_K_per_MPa,jt_uncertainty_mc_K_per_MPa,jt_uncertainty_K_per_MPa,relative_error_percent
5.0001200104,144.73545838,6.575565428257813e-05,0.0001241110064404,6.398958842126849,6.135407412663691,0.8199855637165108,0.0010635601884417217,0.8199855637165108,4.295581560226609
4.000620041,137.85511168,5.212493475114558e-05,6.872985610268066e-05,7.561766443576714,7.636830183474175,0.5112580154961568,0.00036529805742639243,0.5112580154961568,-0.9829174944847777
3.000379982,129.28959658,5.212493475100933e-05,5.2844870331592695e-05,9.604131170138201,9.675708105619734,0.7593325306325337,0.0005421313426829118,0.7593325306325337,-0.7397591442424772
1.999699974,118.33760376,0.0001095330847994,0.0001227839520452,12.526995561961705,12.472636798162874,0.8070922996871285,0.00036035591687496216,0.8070922996871285,0.4358241539338147
1.0006599998,104.0939911,4.561207005029563e-05,0.0001099157204406,16.32270267302446,16.332040121113728,0.8119388723311296,0.0007151251054926258,0.8119388723311296,-0.05717257623680407
0.1411399984,88.229019164,4.5606859148687445e-05,0.0001316854170094,20.2900918191845,20.71762825685638,1.2577249608006773,0.0019148489205319062,1.2577249608006773,-2.063636012632809
