pressure_MPa,temperature_K,pressure_uncertainty_MPa,temperature_uncertainty_K,jt_measured_K_per_MPa,jt_theoretical_K_per_MPa,jt_uncertainty_analytical_K_per_MPa,jt_uncertainty_mc_K_per_MPa,jt_uncertainty_K_per_MPa,relative_error_percent
6.9509002686,139.5306305,3.997819999997945e-05,0.0001213414883705,1.6901188632455768,1.4368632272745592,0.529373932669232,0.00013002596208990896,0.529373932669232,17.62559102103216
5.979259949000001,137.69626466,3.5757410241810984e-05,0.0001842933891382,1.857488419048076,1.6068321156157088,0.4301072255308908,9.032569804949956e-05,0.4301072255308908,15.59940836359997
5.0088400268,135.85820616,7.267399410374526e-05,0.0001447999491756,2.0246477557328424,1.7911621163114113,0.36254769794728986,5.361670533052228e-05,0.36254769794728986,13.035427519104434
4.0071800232,133.81797486000002,5.219522364618947e-05,0.0001473325126394,2.197188341467982,1.9981843687672092,0.34603565698724276,3.224862288502842e-05,0.34603565698724276,9.959239788446022
2.0182799912,129.15310361999997,5.9330415643550485e-05,0.0001104095517601,2.5397856052666437,2.458868046897954,0.47719665375339465,9.10758662094208e-05,0.47719665375339465,3.2908459024783143
1.0034600258,126.38568418,5.366739088971275e-05,6.451542079231072e-05,2.7145930555157536,2.7169574220147217,0.5916526314928211,0.0001325956675647688,0.5916526314928211,-0.08702258194443227
