pressure_MPa,temperature_K,pressure_uncertainty_MPa,temperature_uncertainty_K,jt_measured_K_per_MPa,jt_theoretical_K_per_MPa,jt_uncertainty_K_per_MPa,relative_abs_error_percent
6.0487400056,64.53268890199999,0.0086767561258176,8.55010007380633e-05,0.7733408443221524,0.7786836250438207,0.009226916507040685,0.686129841418921
5.012819977000001,63.662030028,0.0071298722191344,0.0001066296984903,0.8775541669500001,0.9027265784168069,0.004049882816826567,2.788486798622231
3.882180023,62.62125473,0.005589995018583,7.544905227466672e-05,0.9912962928372426,1.0475342173436957,0.002922347493103421,5.368600240005468
2.9770599748,61.676601408,4.46965661406889e-05,3.800667353174689e-05,1.0823511667617063,1.168392500747937,0.0072638368117474185,7.364077904569914
