p/MPa,T/K,p_UNC/MPa,T_UNC/K,JT_meas/(K/MPa),JT_eos/(K/MPa),JT_UNC/(K/MPa),mean_rel_abs_err_perc
9.0745201114,65.41197814799999,0.0026851999999999996,0.006360215749098324,0.8572068684560616,0.8144987857905589,0.0055787971506053744,6.896253383829979
8.1458798218,64.466560364,0.0130330772076651,0.006360226796060791,0.9913533888684416,0.9388732986912774,0.004189604147963057,6.896253383829979
5.9638800812,62.02521286,0.0071640788396774,0.006360210357902778,1.3065536618054312,1.3030904204925375,0.0016282283178418516,6.896253383829979
3.97564003,59.168295288,0.0026851999999999996,0.006360247689277909,1.5937644231734267,1.7347634258716593,0.003133690969926378,6.896253383829979
2.0373400116000004,55.795758056,0.0026851999999999996,0.00636021383148993,1.8737611085375845,2.211044314658,0.005987740805661252,6.896253383829979
