mf/g_per_s,p2/MPa,T2/K
0.0005,7.999302323920155,80.00167141221564
0.001,7.998604640176371,79.99887656324458
0.0015,7.997906890070755,79.99883199093269
0.002,7.997209097081374,79.99864937406015
0.0025,7.996511260324574,79.9984360616037
0.003,7.995813379635768,79.99821098879748
0.0035,7.995115454955519,79.99798015843515
0.004,7.994417486252784,79.9977460714294
0.0045000000000000005,7.993719473507022,79.99750995541977
0.005000000000000001,7.99302141670201,79.99727248359508
0.0055,7.992323315823906,79.99703405594421
0.006,7.991625170859966,79.9967949250855
0.006500000000000001,7.990926981798172,79.99655525841105
0.007000000000000001,7.990228748626892,79.99631517122647
0.0075,7.989530471334802,79.99607474554604
0.008,7.98883214991075,79.99583404131005
0.0085,7.988133784343644,79.99559310332769
0.009000000000000001,7.947336644160784,79.98044994317493
0.009500000000000001,7.941465898782864,79.97833768896959
0.01,7.9352824586606,79.97611399658538
0.0105,7.928785674753175,79.97377832103486
0.011000000000000001,7.921974861764919,79.97133008614254
0.0115,7.914849297906813,79.96876868450566
0.012,7.907408224595563,79.96609347741743
0.0125,7.899650846100224,79.96330379460564
0.013000000000000001,7.89157632914231,79.96039893396926
0.013500000000000002,7.883183802648722,79.95737816129846
0.014,7.874472356476161,79.95424070960799
0.0145,7.865441042117563,79.95098577915051
0.015000000000000001,7.8560888713135135,79.94761253664078
0.0155,7.846414815681226,79.94412011483459
0.016,7.836417806094158,79.94050761197109
0.0165,7.826096732027207,79.9367740912221
0.017,7.815450440868235,79.93291858007959
0.0175,7.804477737193684,79.92894006970452
0.018000000000000002,7.793177382008729,79.92483751425704
0.018500000000000003,7.781548091951304,79.92060983020403
0.019,7.769588538458204,79.91625589555608
0.0195,7.7572973468925985,79.9117745491096
0.02,7.7446730956320415,79.90716458961155
0.0205,7.731714315114615,79.90242477493612
0.021,7.718419486842795,79.89755382117319
0.021500000000000002,7.704787042342848,79.89255040171295
0.022000000000000002,7.690815362078162,79.88741314626702
0.0225,7.67650277431493,79.8821406398598
0.023,7.661847553937798,79.87673142177624
0.0235,7.646847921213897,79.8711839844392
0.024,7.631502040502767,79.8654967722811
0.0245,7.615808018909743,79.85966818052131
0.025,7.599763904880844,79.85369655392358
0.025500000000000002,7.583367686735752,79.84758018548119
0.026000000000000002,7.566617291137079,79.84131731504428
0.026500000000000003,7.549510581491843,79.83490612790203
0.027,7.5320453562829,79.82834475328497
