mf/g_per_s,p2/MPa,T2/K
0.0005,12.999504537517733,79.99993608173476
0.001,12.999009065300616,79.99971565313881
0.0015,12.99851358066764,79.99969615757165
0.002,12.998018085061046,79.9996457168898
0.0025,12.997522578363641,79.99958811273285
0.003,12.997027060552938,79.99952772245564
0.0035,12.996531531620901,79.99946595688603
0.004,12.996035991563526,79.99940340926166
0.0045000000000000005,12.995540440378216,79.99934037253104
0.005000000000000001,12.995044878063128,79.99927700802165
0.0055,12.99454930461652,79.99921341189173
0.006,12.994053720037043,79.99914964500799
0.006500000000000001,12.993558124323329,79.99908574779694
0.007000000000000001,12.993062517474128,79.99902174814265
0.0075,12.992566899488237,79.99895766591075
0.008,12.992071270364375,79.99889351562837
0.0085,12.991575630101343,79.9988293081738
0.009000000000000001,12.991079978698059,79.99876505184594
0.009500000000000001,12.962010756665872,79.99473550212352
0.01,12.958015944523295,79.994196400206
0.0105,12.953821101664515,79.99363035779834
0.011000000000000001,12.94942607118218,79.99303726160613
0.0115,12.94483068771697,79.99241699244067
0.012,12.940034777525252,79.99176942525465
0.0125,12.935038158521841,79.99109442913235
0.013000000000000001,12.929840640303347,79.9903918673167
0.013500000000000002,12.92444202415671,79.9896615971679
0.014,12.918842103054985,79.98890347017476
0.0145,12.91304066180344,79.98811733192504
0.015000000000000001,12.907037476364962,79.98730302200264
0.0155,12.900832314833371,79.98646037408186
0.016,12.894424936714111,79.98558921580539
0.0165,12.887815093060448,79.98468936875655
0.017,12.881002526429052,79.9837606484228
0.0175,12.873986970831577,79.98280286414243
0.018000000000000002,12.86676815168251,79.98181581906434
0.018500000000000003,12.85934578574315,79.98079931007815
0.019,12.85171958106284,79.97975312778767
0.0195,12.843889236916713,79.97867705641764
0.02,12.83585444374002,79.97757087378771
0.0205,12.827614883060361,79.97643435123067
0.021,12.819170227426108,79.9752672535312
0.021500000000000002,12.810520140332587,79.97406933886269
0.022000000000000002,12.801664276145255,79.97284035872364
0.0225,12.79260228001981,79.97158005785482
0.023,12.783333787819954,79.97028817416219
0.0235,12.773858426031769,79.96896443866765
0.024,12.76417581167585,79.9676085754058
0.0245,12.754285552215933,79.96622030134722
0.025,12.744187245465419,79.96479932631456
0.025500000000000002,12.733880479489958,79.96334535290706
0.026000000000000002,12.723364832508151,79.96185807639723
0.026500000000000003,12.712639872788383,79.96033718465316
0.027,12.701705158542808,79.95878235803448
0.0275,12.690560237818818,79.95719326930026
0.028,12.679204648386303,79.95556958351116
0.0285,12.667637917622429,79.95391095791994
0.029,12.655859562392937,79.95221704187847
0.029500000000000002,12.643869088930094,79.95048747671453
0.030000000000000002,12.63166599270688,79.94872189563294
0.0305,12.619249758308156,79.94691992359061
0.031,12.606619859298002,79.94508117718776
0.0315,12.593775758083304,79.94320526454416
0.032,12.580716905773741,79.94129178517368
0.0325,12.567442742037777,79.93934032984977
0.033,12.55395269495508,79.93735048049011
0.0335,12.540246180864186,79.93532181000384
0.034,12.526322604206872,79.93325388216839
0.0345,12.512181357367611,79.93114625147822
0.035,12.497821820509447,79.92899846298762
0.035500000000000004,12.483243361404234,79.92681005218954
0.036000000000000004,12.4684453352597,79.92458054483625
0.036500000000000005,12.453427084540879,79.92230945678061
0.037,12.438187938786893,79.91999629382859
0.0375,12.422727214423332,79.91764055155798
0.038,12.407044214568685,79.91524171515216
0.0385,12.391138228836246,79.9127992592179
0.039,12.375008533130703,79.91031264761186
0.0395,12.35865438943855,79.90778133323634
0.04,12.342075045613642,79.9052047578766
0.0405,12.325269735156478,79.90258235197398
0.041,12.308237676987684,79.89991353442568
0.0415,12.290978075215216,79.89719771240163
0.042,12.273490118895442,79.8944342811069
0.0425,12.255772981787542,79.89162262355948
0.043000000000000003,12.237825822101222,79.88876211038293
0.043500000000000004,12.219647782237878,79.88585209955801
0.044000000000000004,12.201237988524008,79.88289193618685
0.0445,12.182595550937995,79.87988095224202
0.045,12.163719562828835,79.87681846633093
0.0455,12.144609100627434,79.87370378341757
0.046,12.125263223549862,79.87053619455776
0.0465,12.10568097329204,79.8673149766335
0.047,12.08586137371653,79.86403939206247
0.0475,12.065803430529845,79.86070868850351
0.048,12.045506130951226,79.85732209857042
0.0485,12.024968443371991,79.85387883951094
0.049,12.004189317004927,79.85037811289351
0.0495,11.983167681524309,79.84681910428834
0.05,11.961902446694852,79.84320098292018
0.0505,11.94039250199104,79.83952290133018
0.051000000000000004,11.918636716204352,79.83578399502346
0.051500000000000004,11.896633937040418,79.8319833820924
0.052000000000000005,11.874382990703182,79.82812016285054
0.052500000000000005,11.851882681468009,79.82419341943658
0.053,11.82913179124169,79.82020221542429
0.0535,11.806129079109748,79.81614559539635
0.054,11.782873280869799,79.81202258453868
0.0545,11.759363108552478,79.80783218818243
0.055,11.735597249925927,79.80357339137989
0.0555,11.711574367871583,79.7992451583889
0.056,11.687293100069342,79.79484643226401
0.0565,11.662752058519109,79.79037613434625
0.057,11.637949828901093,79.78583316376336
0.0575,11.612884969571496,79.781216396813
0.058,11.5875560114152,79.77652468650574
0.0585,11.561961457206369,79.77175686200349
0.059000000000000004,11.536099780920162,79.76691172803446
