mf/g_per_s,p2/MPa,T2/K
0.0005,4.998986866055975,100.00097581189866
0.001,4.997974426676862,99.95198799846897
0.0015,4.996960273347806,99.99233659295001
0.002,4.995946638127927,99.99292442436675
0.0025,4.994932850397051,99.99252908170055
0.003,4.993918897550613,99.99187403616914
0.0035,4.99290477683899,99.99111264043862
0.004,4.991890487257631,99.99029728960016
0.0045000000000000005,4.99087602831386,99.9894507598776
0.005000000000000001,4.989861399709947,99.98858454638116
0.0055,4.9888466012356245,99.98770507796984
0.006,4.987831632724636,99.98681623127207
0.006500000000000001,4.986816494034888,99.98592048285416
0.007000000000000001,4.985801185038303,99.98501948890714
0.0075,4.984785705615489,99.98411439894019
0.008,4.983770055652605,99.98320603576742
0.0085,4.982754235039526,99.98229500385087
0.009000000000000001,4.981738243668599,99.98138175721928
0.009500000000000001,4.921615051108215,99.92029635749476
0.01,4.913314568167402,99.91231629439218
0.0105,4.90458647231545,99.90393608987607
0.011000000000000001,4.89542861322489,99.89515291638811
0.0115,4.885838716483191,99.88596376355908
0.012,4.875814380685691,99.87636543826136
0.0125,4.865353074269136,99.8663545632706
0.013000000000000001,4.854452132085187,99.85592757485938
0.013500000000000002,4.843108751711599,99.84508071946888
0.014,4.831319989492726,99.83381004965314
0.0145,4.819082756630519,99.82211141967463
0.015000000000000001,4.8063938133048945,99.80998047884302
0.0155,4.793249765905623,99.79741266764093
0.016,4.779647060459523,99.78440320985182
0.0165,4.765581977491874,99.77094710590936
0.017,4.751050626163764,99.75703912529626
0.0175,4.736048937970533,99.7426751451744
0.018000000000000002,4.72057265984508,99.72784942898362
0.018500000000000003,4.704617347667972,99.71255455206001
0.019,4.688178358399818,99.69678438768243
0.0195,4.6712508421159855,99.68053231597949
0.02,4.653829733221005,99.66379160538787
0.0205,4.635909741426609,99.64655513569221
0.021,4.617485341858641,99.6288155203559
0.021500000000000002,4.598550764871724,99.61056489932989
0.022000000000000002,4.579099984406441,99.59179526287002
0.0225,4.559126706438434,99.57249814628717
0.023,4.538624356084543,99.55266470780478
0.0235,4.517586063919956,99.53228571017354
0.024,4.4960046511582235,99.5113515557001
0.0245,4.473872614354948,99.4898521029854
0.025,4.451182108121967,99.46777680425296
0.025500000000000002,4.427924926893675,99.44511468610865
0.026000000000000002,4.404092485770672,99.42185421076987
0.026500000000000003,4.379675799346821,99.39798330250153
0.027,4.354665459054155,99.37348931715798
0.0275,4.3290516090152495,99.34835894733712
0.028,4.302823918445433,99.32257843363237
0.0285,4.275971554808121,99.29613315757385
0.029,4.248483151724486,99.26900784470723
0.029500000000000002,4.220346775228332,99.24118716931292
0.030000000000000002,4.191549888503996,99.2126548764978
0.0305,4.16207931003271,99.18339204631603
0.031,4.131921172702999,99.15337999113557
0.0315,4.101060876202768,99.12259901844128
0.032,4.0694830343571295,99.0910285029746
0.0325,4.037171418711642,99.05864665079264
0.033,4.004108897969182,99.02543042166718
0.0335,3.9702773678899534,98.99135550075931
0.034,3.9356576773157967,98.95639626782274
0.0345,3.900229546730468,98.92052527495665
0.035,3.863971472807254,98.8837138185894
0.035500000000000004,3.82686063161752,98.8459310244043
0.036000000000000004,3.7888727607299266,98.80714442231435
0.036500000000000005,3.7499820364130003,98.76731936881224
0.037,3.7101609341638406,98.72642075573519
0.0375,3.6693800648666053,98.6844086118299
0.038,3.6276080049037707,98.6412393630804
0.0385,3.5848110944618683,98.59686751263756
0.039,3.540953207955256,98.5512447697468
0.0395,3.49599550425835,98.50431845749212
0.04,3.4498961269287776,98.4560323327082
0.0405,3.402609879339295,98.40632564477421
0.041,3.354087825423242,98.35513328357973
0.0415,3.3042768694389277,98.30238318735157
0.042,3.2531192190796854,98.24799826511236
0.0425,3.200551801054515,98.19189624273305
0.043000000000000003,3.1465055605131007,98.13398135400719
0.043500000000000004,3.0909046298582243,98.07415171897544
0.044000000000000004,3.0336653502050503,98.01229479929825
0.0445,2.9746951089899234,97.94828600304258
0.045,2.913890925396421,97.88198679616576
0.0455,2.851137752560577,97.813242364832
0.046,2.786306387070024,97.74187934203975
0.0465,2.7192508989401993,97.66770585464987
0.047,2.6498049109167137,97.59049286616616
0.0475,2.5777789561287925,97.50998565513251
0.048,2.502954145528935,97.42588927511878
0.0485,2.4250754628754025,97.33786029218687
0.049,2.3438438675177986,97.24549625127594
0.0495,2.258903650528807,97.14832294173195
0.05,2.169823844350938,97.04575486107694
0.0505,2.0760794886844365,96.93708336021005
0.051000000000000004,1.9770162629178911,96.82142620028624
0.051500000000000004,1.871800967132047,96.69766123829874
0.052000000000000005,1.7593446980065204,96.56432015158363
0.052500000000000005,1.6381760321658034,96.41941243577622
0.053,1.5062210963512113,96.26013576826821
0.0535,1.3603869792586882,96.08231981254151
0.054,1.1956782326126745,95.87919892409396
0.0545,1.0029905828162329,95.638454588768
0.055,0.7618282570842724,95.33232563728623
0.0555,0.39490763262297,94.85600006773845
0.056,0.05997035126142461,94.41025908859552
