mf/g_per_s,p2/MPa,T2/K
0.0005,9.999161301962474,99.99990987143502
0.001,9.998322554805727,99.9994468365913
0.0015,9.997483748090904,99.99950693458723
0.002,9.99664488830429,99.99945321696141
0.0025,9.995805974598097,99.99937909481638
0.003,9.994967006842247,99.99929770253362
0.0035,9.994127984989609,99.99921288314054
0.004,9.993288909013724,99.9991261696136
0.0045000000000000005,9.992449778895345,99.99903829383396
0.005000000000000001,9.99161059461806,99.99894964941568
0.0055,9.99077135616715,99.99886046688641
0.006,9.989932063528489,99.99877089022554
0.006500000000000001,9.989092716688473,99.99868101399183
0.007000000000000001,9.988253315633775,99.9985909028556
0.0075,9.987413860351136,99.9985006025385
0.008,9.986574350827484,99.99841014628142
0.0085,9.985734787049742,99.99831955883015
0.009000000000000001,9.984895169004991,99.99822885898516
0.009500000000000001,9.9840554966803,99.99813806128732
0.01,9.932793683008262,99.9921242354545
0.0105,9.926076365061924,99.99135873379367
0.011000000000000001,9.919036555003107,99.99055607532866
0.0115,9.911673638720648,99.98971598655076
0.012,9.903986970923095,99.98883818000161
0.0125,9.895975874974232,99.98792235424389
0.013000000000000001,9.887639642680385,99.98696819376269
0.013500000000000002,9.87897753403578,99.98597536886417
0.014,9.869988776932047,99.98494353554959
0.0145,9.860672566835618,99.98387233535432
0.015000000000000001,9.851028066434916,99.9827613951931
0.0155,9.841054405545107,99.98161032721059
0.016,9.83075067953892,99.98041872843838
0.0165,9.820115950696257,99.97918618081265
0.017,9.809149246532307,99.97791225079902
0.0175,9.797849559627107,99.97659648919924
0.018000000000000002,9.786215847119367,99.9752384309153
0.018500000000000003,9.774247030175516,99.9738375946852
0.019,9.761941993433926,99.97239348279695
0.0195,9.749299584423833,99.97090558083501
0.02,9.736318612958193,99.96937335736241
0.0205,9.722997850500592,99.96779626362515
0.021,9.709336029504811,99.96617373323204
0.021500000000000002,9.695331842726562,99.96450518181597
0.022000000000000002,9.680983942507213,99.96279000668318
0.0225,9.666290940027361,99.96102758646018
0.023,9.651251404530553,99.95921728070377
0.0235,9.635863862515093,99.95735842952294
0.024,9.62012679689423,99.95545035315732
0.0245,9.604038646121536,99.95349235156272
0.025,9.587597803282572,99.95148370396171
0.025500000000000002,9.570802615149546,99.9494236683864
0.026000000000000002,9.553651381198915,99.94731148120837
0.026500000000000003,9.536142352589886,99.94514635663336
0.027,9.518273731102363,99.94292748618783
0.0275,9.500043668032895,99.94065403818547
0.028,9.481450263046622,99.93832515716248
0.0285,9.462491562983695,99.93593996330519
